"","V1","V2","V3","V4"
"1",1.11185751541813,1.11185751541813,1.11185751541813,0
"2",0.381922687179046,0.381922687179046,0.381922687179046,0
"3",2.58595412212731,0.445937575699534,4.54803101943111,0.7394
"4",2.97284557551544,0.843175776582792,6.17790000614316,0.7625
"5",0.00162352188968553,0.000561153233835878,0.0039886732833051,0.5005
"6",0.359548098304098,0.183323733904621,0.68953227517797,0.5511
"7",0.419604984678353,-0.182945481626492,1.00331559918471,0.7997
"8",-0.124179090737036,-0.729086233269571,0.434031844692069,0.8117
"9",-0.246794457236782,-0.832917880283463,0.374769996434028,0.6358
"10",0.202261618583023,-0.665507713811025,0.917865390009978,0.7906
"11",-0.578720897523714,-1.0812079569826,-0.0653784544495379,0.7959
