"","V1","V2","V3","V4"
"1",-0.510825623765991,-0.510825623765991,-0.510825623765991,0
"2",0.412109650826833,0.412109650826833,0.412109650826833,0
"3",2.40822030378712,1.83635253520791,3.0575261502327,0.7972
"4",2.69678485987756,1.0849722333972,8.78721720441563,0.6661
"5",0.00167604443148497,0.000294975313739316,0.00472552658804207,0.1834
"6",0.040279196865738,0.0146998342477238,0.0832986454225947,0.5047
"7",1.20138540688501,0.435137651806065,1.86140665213779,0.8251
"8",1.35803162034634,0.891408180388161,1.83522728748956,0.8027
"9",-0.275247981017331,-1.16596126668773,0.475868744084516,0.8536
"10",0,0,0,0
"11",0,0,0,0
"12",0,0,0,0
"13",-0.63093145487065,-1.5015756459302,0.083418970930502,0.865
"14",0,0,0,0
"15",0,0,0,0
"16",-0.102238840074007,-0.65666526195551,0.405823753236929,0.8068
"17",0,0,0,0
"18",0,0,0,0
"19",0.671809073918931,0.0692660415109822,1.2874892678323,0.8118
"20",0.646185855481369,0.085580672805745,1.24900646464996,0.7857
"21",-0.437745843624358,-0.991933370250511,0.219782878013911,0.6735
"22",-0.899490142440575,-1.86327674267749,-0.0443208887584276,0.8071
"23",1.24667698193659,0.517203975257804,2.07445169039732,0.7012
"24",0.48160060265572,-0.176205123755468,1.24567742090568,0.6507
"25",0,0,0,0
"26",0,0,0,0
"27",0,0,0,0
"28",0,0,0,0
"29",0,0,0,0
"30",0,0,0,0
"31",0,0,0,0
